Region/Country/Area,Country,Year,Series,Value,Footnotes,Source
662,Saint Lucia,2021,GDP real rates of growth (percent),6.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,1995,GDP in current prices (millions of US dollars),324.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2005,GDP in current prices (millions of US dollars),580.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2010,GDP in current prices (millions of US dollars),720.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2015,GDP in current prices (millions of US dollars),787.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2019,GDP in current prices (millions of US dollars),910.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2020,GDP in current prices (millions of US dollars),872.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2021,GDP in current prices (millions of US dollars),881.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,1995,GDP per capita (US dollars),2842.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2005,GDP per capita (US dollars),5176.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2010,GDP per capita (US dollars),6591.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2015,GDP per capita (US dollars),7387.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2019,GDP per capita (US dollars),8674.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2020,GDP per capita (US dollars),8335.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2021,GDP per capita (US dollars),8440.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,1995,GDP in constant 2015 prices (millions of US dollars),472.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2005,GDP in constant 2015 prices (millions of US dollars),702.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2010,GDP in constant 2015 prices (millions of US dollars),734.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2015,GDP in constant 2015 prices (millions of US dollars),787.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2019,GDP in constant 2015 prices (millions of US dollars),862.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2020,GDP in constant 2015 prices (millions of US dollars),816.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2021,GDP in constant 2015 prices (millions of US dollars),820.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,1995,GDP real rates of growth (percent),8.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2005,GDP real rates of growth (percent),2.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2010,GDP real rates of growth (percent),-4.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2015,GDP real rates of growth (percent),2.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2019,GDP real rates of growth (percent),0.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2020,GDP real rates of growth (percent),-5.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
670,Saint Vincent & Grenadines,2021,GDP real rates of growth (percent),0.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,1995,GDP in current prices (millions of US dollars),202.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2005,GDP in current prices (millions of US dollars),447.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2010,GDP in current prices (millions of US dollars),699.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2015,GDP in current prices (millions of US dollars),826.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2019,GDP in current prices (millions of US dollars),913.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2020,GDP in current prices (millions of US dollars),829.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2021,GDP in current prices (millions of US dollars),857.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,1995,GDP per capita (US dollars),1152.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2005,GDP per capita (US dollars),2368.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2010,GDP per capita (US dollars),3589.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2015,GDP per capita (US dollars),4055.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2019,GDP per capita (US dollars),4306.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2020,GDP per capita (US dollars),3858.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2021,GDP per capita (US dollars),3919.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,1995,GDP in constant 2015 prices (millions of US dollars),446.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2005,GDP in constant 2015 prices (millions of US dollars),710.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2010,GDP in constant 2015 prices (millions of US dollars),755.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2015,GDP in constant 2015 prices (millions of US dollars),826.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2019,GDP in constant 2015 prices (millions of US dollars),908.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2020,GDP in constant 2015 prices (millions of US dollars),817.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2021,GDP in constant 2015 prices (millions of US dollars),798.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,1995,GDP real rates of growth (percent),6.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2005,GDP real rates of growth (percent),5.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2010,GDP real rates of growth (percent),1.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2015,GDP real rates of growth (percent),6.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2019,GDP real rates of growth (percent),2.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2020,GDP real rates of growth (percent),-10.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
882,Samoa,2021,GDP real rates of growth (percent),-2.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,1995,GDP in current prices (millions of US dollars),1020.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2005,GDP in current prices (millions of US dollars),2027.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2010,GDP in current prices (millions of US dollars),2139.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2015,GDP in current prices (millions of US dollars),1419.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2019,GDP in current prices (millions of US dollars),1616.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2020,GDP in current prices (millions of US dollars),1545.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2021,GDP in current prices (millions of US dollars),1702.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,1995,GDP per capita (US dollars),40976.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2005,GDP per capita (US dollars),68708.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2010,GDP per capita (US dollars),67684.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2015,GDP per capita (US dollars),42265.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2019,GDP per capita (US dollars),47289.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2020,GDP per capita (US dollars),45423.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2021,GDP per capita (US dollars),50425.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,1995,GDP in constant 2015 prices (millions of US dollars),1332.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2005,GDP in constant 2015 prices (millions of US dollars),2070.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2010,GDP in constant 2015 prices (millions of US dollars),1881.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2015,GDP in constant 2015 prices (millions of US dollars),1419.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2019,GDP in constant 2015 prices (millions of US dollars),1506.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2020,GDP in constant 2015 prices (millions of US dollars),1406.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2021,GDP in constant 2015 prices (millions of US dollars),1482.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,1995,GDP real rates of growth (percent),9.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2005,GDP real rates of growth (percent),2.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2010,GDP real rates of growth (percent),-4.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2015,GDP real rates of growth (percent),-6.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2019,GDP real rates of growth (percent),2.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2020,GDP real rates of growth (percent),-6.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
674,San Marino,2021,GDP real rates of growth (percent),5.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,1995,GDP in current prices (millions of US dollars),99.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2005,GDP in current prices (millions of US dollars),126.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2010,GDP in current prices (millions of US dollars),197.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2015,GDP in current prices (millions of US dollars),318.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2019,GDP in current prices (millions of US dollars),431.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2020,GDP in current prices (millions of US dollars),476.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2021,GDP in current prices (millions of US dollars),555.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,1995,GDP per capita (US dollars),741.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2005,GDP per capita (US dollars),781.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2010,GDP per capita (US dollars),1084.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2015,GDP per capita (US dollars),1582.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2019,GDP per capita (US dollars),2007.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2020,GDP per capita (US dollars),2179.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2021,GDP per capita (US dollars),2486.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,1995,GDP in constant 2015 prices (millions of US dollars),141.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2005,GDP in constant 2015 prices (millions of US dollars),191.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2010,GDP in constant 2015 prices (millions of US dollars),255.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2015,GDP in constant 2015 prices (millions of US dollars),318.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2019,GDP in constant 2015 prices (millions of US dollars),362.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2020,GDP in constant 2015 prices (millions of US dollars),373.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2021,GDP in constant 2015 prices (millions of US dollars),380.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,1995,GDP real rates of growth (percent),2.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2005,GDP real rates of growth (percent),7.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2010,GDP real rates of growth (percent),6.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2015,GDP real rates of growth (percent),3.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2019,GDP real rates of growth (percent),2.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2020,GDP real rates of growth (percent),3.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
678,Sao Tome and Principe,2021,GDP real rates of growth (percent),1.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,1995,GDP in current prices (millions of US dollars),143152.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2005,GDP in current prices (millions of US dollars),328461.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2010,GDP in current prices (millions of US dollars),528207.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2015,GDP in current prices (millions of US dollars),654270.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2019,GDP in current prices (millions of US dollars),803616.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2020,GDP in current prices (millions of US dollars),703368.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2021,GDP in current prices (millions of US dollars),833541.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,1995,GDP per capita (US dollars),7579.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2005,GDP per capita (US dollars),13463.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2010,GDP per capita (US dollars),17959.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2015,GDP per capita (US dollars),19978.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2019,GDP per capita (US dollars),22430.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2020,GDP per capita (US dollars),19540.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2021,GDP per capita (US dollars),23186.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,1995,GDP in constant 2015 prices (millions of US dollars),336810.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2005,GDP in constant 2015 prices (millions of US dollars),444967.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2010,GDP in constant 2015 prices (millions of US dollars),509172.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2015,GDP in constant 2015 prices (millions of US dollars),654270.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2019,GDP in constant 2015 prices (millions of US dollars),679127.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2020,GDP in constant 2015 prices (millions of US dollars),651027.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2021,GDP in constant 2015 prices (millions of US dollars),672127.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,1995,GDP real rates of growth (percent),0.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2005,GDP real rates of growth (percent),5.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2010,GDP real rates of growth (percent),5.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2015,GDP real rates of growth (percent),4.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2019,GDP real rates of growth (percent),0.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2020,GDP real rates of growth (percent),-4.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
682,Saudi Arabia,2021,GDP real rates of growth (percent),3.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,1995,GDP in current prices (millions of US dollars),6306.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2005,GDP in current prices (millions of US dollars),11005.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2010,GDP in current prices (millions of US dollars),16106.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2015,GDP in current prices (millions of US dollars),17761.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2019,GDP in current prices (millions of US dollars),23404.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2020,GDP in current prices (millions of US dollars),24498.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2021,GDP in current prices (millions of US dollars),27625.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,1995,GDP per capita (US dollars),730.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2005,GDP per capita (US dollars),1003.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2010,GDP per capita (US dollars),1285.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2015,GDP per capita (US dollars),1237.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2019,GDP per capita (US dollars),1463.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2020,GDP per capita (US dollars),1491.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2021,GDP per capita (US dollars),1637.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,1995,GDP in constant 2015 prices (millions of US dollars),8306.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2005,GDP in constant 2015 prices (millions of US dollars),12564.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
686,Senegal,2010,GDP in constant 2015 prices (millions of US dollars),14564.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
